,ParcelId,OwnerName,Address,City,State,Zip
280,026-03-04-050-000,CURRENT RESIDENT,15671 US HWY 21 NORTH,Fairfield,SC,
281,026-03-04-046-000,CURRENT RESIDENT,4200FT N INT HWY 21 & S-20-20,Fairfield,SC,
282,114-02-04-020-000,CURRENT RESIDENT,WESTSHORE DR SEC 14 LOT 106,Fairfield,SC,
283,101-00-00-032-000,CURRENT RESIDENT,LISTON RD,Fairfield,SC,
284,120-00-02-003-000,CURRENT RESIDENT,1600` S OF INT LISTON RD & FOX RUN,Fairfield,SC,
285,119-00-02-014-000,CURRENT RESIDENT,538 PARADISE DR,Fairfield,SC,
286,101-00-00-035-000,CURRENT RESIDENT,1022 LISTON RD,Fairfield,SC,
287,120-00-01-007-000,CURRENT RESIDENT,PINE ISLE DRIVE,Fairfield,SC,
288,120-00-01-003-000,CURRENT RESIDENT,PINE ISLE DRIVE,Fairfield,SC,
289,120-00-01-004-000,CURRENT RESIDENT,454 PINE ISLE DRIVE,Fairfield,SC,
290,120-00-01-005-000,CURRENT RESIDENT,476 PINE ISLE DRIVE,Fairfield,SC,
291,120-00-01-006-000,CURRENT RESIDENT,496 PINE ISLE DRIVE,Fairfield,SC,
292,120-00-02-002-000,CURRENT RESIDENT,STATE HWY 215 SOUTH & FOX RUN LANE,Fairfield,SC,
293,119-00-02-012-000,CURRENT RESIDENT,534 PARADISE DRIVE,Fairfield,SC,
294,087-02-03-013-000,CURRENT RESIDENT,5568 OLD AIRPORT ROAD,WS-Jackson,SC,
295,087-02-03-014-000,CURRENT RESIDENT,5572 OLD AIRPORT ROAD,WS-Jackson,SC,
296,087-02-03-008-000,CURRENT RESIDENT,5500 OLD AIRPORT RD LOT 21,WS-Jackson,SC,
297,087-02-03-007-000,CURRENT RESIDENT,5462 OLD AIRPORT RD,WS-Jackson,SC,
298,087-02-05-009-000,CURRENT RESIDENT,5598 OLD AIRPORT,WS-Jackson,SC,
299,115-04-00-011-000,CURRENT RESIDENT,1135 ROCKBRIDGE RD SEC 11 LOT 77,Fairfield,SC,
300,115-04-00-012-000,CURRENT RESIDENT,1173 ROCKBRIDGE RD SEC 11 LOT 78,Fairfield,SC,
301,115-04-00-014-000,CURRENT RESIDENT,1329 ROCKBRIDGE RD SEC 11 LOT 82,Fairfield,SC,
302,115-04-00-015-000,CURRENT RESIDENT,1359 ROCKBRIDGE RD SEC 11 LOT 83,Fairfield,SC,
303,115-04-00-016-000,CURRENT RESIDENT,1361 ROCKBRIDGE RD SEC 11 LOT 84,Fairfield,SC,
304,027-03-01-031-000,CURRENT RESIDENT,2765 CATAWBA RD LOT 25-DEBUTARY POINTE,Fairfield,SC,
305,027-03-01-032-000,CURRENT RESIDENT,2793 CATAWBA RD LOT 24 DEBUTARY POINTE,Fairfield,SC,
306,027-03-01-035-000,CURRENT RESIDENT,2865 CATAWBA RD LOT 21,Fairfield,SC,
307,027-03-01-036-000,CURRENT RESIDENT,2883 CATAWBA RD LOT 20 DEBUTARY POINTE,Fairfield,SC,
308,027-03-01-038-000,CURRENT RESIDENT,2915 CATAWBA RD LOT 18 DEBUTARY POINTE,Fairfield,SC,
309,027-03-01-039-000,CURRENT RESIDENT,2923 CATAWBA RD LOT 17 DEBUTARY POINTE,Fairfield,SC,
310,027-03-01-041-000,CURRENT RESIDENT,2975 CATAWBA RD LOT 15 DEBUTARY POINTE,Fairfield,SC,
311,027-02-00-006-000,CURRENT RESIDENT,3185 CATAWBA RD LOT 2 DEBUTARY POINTE,Fairfield,SC,
312,027-03-01-040-000,CURRENT RESIDENT,2969 CATAWBA RD LOT 16 DEBUTARY POINTE,Fairfield,SC,
313,027-04-01-007-000,CURRENT RESIDENT,LOT 2-A DEBUTARY POINTE,Fairfield,SC,
314,027-03-01-004-000,CURRENT RESIDENT,1625 PEAY RIDGE RD LOT 41,Fairfield,SC,
315,027-03-01-005-000,CURRENT RESIDENT,1655 PEAY RIDGE RD SEC LOT 40,Fairfield,SC,
316,027-03-01-006-000,CURRENT RESIDENT,1673 PEAY RIDGE RD SEC LOT 39,Fairfield,SC,
317,027-03-01-007-000,CURRENT RESIDENT,1703 PEAY RIDGE ROAD,Fairfield,SC,
318,027-03-01-009-000,CURRENT RESIDENT,366 GENERAL SUMTER DR LOT 36 DEB POINT,Fairfield,SC,
319,060-04-01-002-000,CURRENT RESIDENT,269 LAKE SHORE DR,Fairfield,SC,
320,060-04-01-007-000,CURRENT RESIDENT,89 BLUE BIRD LANE,Fairfield,SC,
321,060-04-01-008-000,CURRENT RESIDENT,47 BLUE BIRD LANE,Fairfield,SC,
322,060-04-01-006-000,CURRENT RESIDENT,35 BLUEBIRD LANE,Fairfield,SC,
323,061-03-02-009-000,CURRENT RESIDENT,1566 WOODSIDE DR,Fairfield,SC,
324,060-04-03-022-000,CURRENT RESIDENT,823 WOODSIDE DRIVE,Fairfield,SC,
325,060-04-03-023-000,CURRENT RESIDENT,845 WOODSIDE DRIVE SEC WH LOT,Fairfield,SC,
326,060-04-03-024-000,CURRENT RESIDENT,863 WOODSIDE DR,Fairfield,SC,
327,060-04-03-025-000,CURRENT RESIDENT,887 WOODSIDE DR,Fairfield,SC,
328,060-04-03-026-000,CURRENT RESIDENT,907 WOODSIDE DR,Fairfield,SC,
329,060-04-03-027-000,CURRENT RESIDENT,SEC WH LOT 6,Fairfield,SC,
330,060-04-03-028-000,CURRENT RESIDENT,957 WOODSIDE DR,Fairfield,SC,
331,060-04-03-029-000,CURRENT RESIDENT,SEC WH LOT 8,Fairfield,SC,
332,060-04-03-030-000,CURRENT RESIDENT,SEC WH LOTS 9 & 10,Fairfield,SC,
333,060-04-03-031-000,CURRENT RESIDENT,1063 WOODSIDE DRIVE,Fairfield,SC,
334,082-00-00-142-000,CURRENT RESIDENT,1515 & 1535 & 1511 STATE HWY 215 NO,Fairfield,SC,
335,084-00-00-001-000,CURRENT RESIDENT,M 354 SCRUGGS MCGILL,Fairfield,SC,
336,084-00-00-002-000,CURRENT RESIDENT,4369 OLD DOUGLASS ROAD,Fairfield,SC,
337,067-00-00-022-000,CURRENT RESIDENT,4641 OLD DOUGLASS ROAD,Fairfield,SC,
338,067-00-00-028-000,CURRENT RESIDENT,4332 OLD DOUGLASS RD,Fairfield,SC,
339,067-00-00-033-000,CURRENT RESIDENT,4120 OLD DOUGLASS ROAD,Fairfield,SC,
340,084-00-00-003-000,CURRENT RESIDENT,4055 OLD DOUGLASS RD,Fairfield,SC,
341,067-00-00-020-000,CURRENT RESIDENT,5051 OLD DOUGLASS RD,Fairfield,SC,
342,067-00-00-027-000,CURRENT RESIDENT,4354 OLD DOUGLASS RD,Fairfield,SC,
343,068-00-00-011-000,CURRENT RESIDENT,4800` NW OF INT S-20-22 & S-20-53,Fairfield,SC,
344,085-00-00-037-000,CURRENT RESIDENT,3974 OLD DOUGLASS ROAD,Fairfield,SC,
345,085-00-00-001-000,CURRENT RESIDENT,INT S-20-22 & S-20-53 W 6380FT N,Fairfield,SC,
347,085-00-00-002-000,CURRENT RESIDENT,3669 OLD DOUGLASS ROAD,Fairfield,SC,
348,085-00-00-003-000,CURRENT RESIDENT,4400FT NW INT S-20-22 & S-20-53 BOT,Fairfield,SC,
349,068-00-00-012-000,CURRENT RESIDENT,2800FT NW INT S-20-22 & S-20-53 DU,Fairfield,SC,
350,068-00-00-017-000,CURRENT RESIDENT,2800FT NW INT S-20-22 & S-20-53 N,Fairfield,SC,
351,085-00-00-005-000,CURRENT RESIDENT,OLD DOUGLAS ROAD,Fairfield,SC,
352,085-00-00-006-000,CURRENT RESIDENT,2774 OLD DOUGLASS ROAD,Fairfield,SC,
353,082-00-00-030-000,CURRENT RESIDENT,14802 NEWBERRY ROAD,Fairfield,SC,
354,082-00-00-028-000,CURRENT RESIDENT,14806 NEWBERRY RD RD,Fairfield,SC,
355,082-00-00-027-000,CURRENT RESIDENT,14828 NEWBERRY ROAD,Fairfield,SC,
356,082-00-00-029-000,CURRENT RESIDENT,14804 NEWBERRY ROAD,Fairfield,SC,
357,082-00-00-064-000,CURRENT RESIDENT,56 MCKEE DRIVE,Fairfield,SC,
358,082-00-00-062-000,CURRENT RESIDENT,14863 NEWBERRY RD RD,Fairfield,SC,
359,082-00-00-061-000,CURRENT RESIDENT,14881 NEWBERRY ROAD,Fairfield,SC,
360,082-00-00-060-000,CURRENT RESIDENT,14901 NEWBERRY ROAD,Fairfield,SC,
361,082-00-00-059-000,CURRENT RESIDENT,14921 NEWBERRY ROAD,Fairfield,SC,
362,082-00-00-025-000,CURRENT RESIDENT,14946 NEWBERRY ROAD,Fairfield,SC,
363,082-00-00-023-000,CURRENT RESIDENT,15050 NEWBERRY ROAD,Fairfield,SC,
364,082-00-00-022-000,CURRENT RESIDENT,15074 NEWBERRY RD RD,Fairfield,SC,
365,082-00-00-021-000,CURRENT RESIDENT,15092 NEWBERRY ROAD,Fairfield,SC,
366,082-00-00-011-000,CURRENT RESIDENT,15420 NEWBERRY ROAD,Fairfield,SC,
367,081-00-00-010-000,CURRENT RESIDENT,16536 NEWBERRY RD RD,Fairfield,SC,
368,082-00-00-017-000,CURRENT RESIDENT,15250 NEWBERRY RD RD,Fairfield,SC,
369,082-00-00-016-000,CURRENT RESIDENT,15336 NEWBERRY ROAD,Fairfield,SC,
370,082-00-00-020-000,CURRENT RESIDENT,15170 NEWBERRY RD - RETIRED MH TITLE,Fairfield,SC,
371,082-00-00-018-000,CURRENT RESIDENT,15230 NEWBERRY ROAD,Fairfield,SC,
372,082-00-00-024-000,CURRENT RESIDENT,N OF HWY 34,Fairfield,SC,
373,082-00-00-019-000,CURRENT RESIDENT,15240 NEWBERRY RD RD,Fairfield,SC,
374,082-00-00-050-000,CURRENT RESIDENT,NEWBERRY ROAD,Fairfield,SC,
375,082-00-00-058-000,CURRENT RESIDENT,W OF SALEM CROSSROADS ON HWY #34-W,Fairfield,SC,
376,082-00-00-012-000,CURRENT RESIDENT,INTERSECTION OF HWY 34 & 215,Fairfield,SC,
377,095-04-03-058-000,CURRENT RESIDENT,350 PLANTATION POINTE TRACT 5,Fairfield,SC,
378,113-02-00-018-000,CURRENT RESIDENT,56 N DUTCHMAN CREEK RD LOT 6B,Fairfield,SC,
379,095-04-03-057-000,CURRENT RESIDENT,126 N DUTCHMAN CREEK RD LOT 7A,Fairfield,SC,
380,095-04-03-054-000,CURRENT RESIDENT,228 N DUTCHMAN CREEK RD LOT 8B,Fairfield,SC,
381,095-04-03-052-000,CURRENT RESIDENT,227 N DUTCHMAN CREEK RD 9B-PLANT POINT,Fairfield,SC,
382,095-04-03-050-000,CURRENT RESIDENT,161 N DUTCHMAN CREEK RD 10B,Fairfield,SC,
383,113-02-00-001-000,CURRENT RESIDENT,125 N DUTCHMAN CREEK RD 11-PLANT POINT,Fairfield,SC,
384,113-02-00-002-000,CURRENT RESIDENT,91 N DUTCHMAN CREEK RD 12A-PLANT POIN,Fairfield,SC,
385,113-02-00-007-000,CURRENT RESIDENT,DUTCHMAN CREEK RD TRACT 14-B,Fairfield,SC,
386,095-04-03-059-000,CURRENT RESIDENT,304 PLANTATION POINTE TRACT 5,Fairfield,SC,
387,095-04-03-060-000,CURRENT RESIDENT,TRACT #4-B IN PLANTATION PT @ DUTCH,Fairfield,SC,
388,113-02-00-009-000,CURRENT RESIDENT,550 SOUTH DUTCHMAN CREEK ROAD,Fairfield,SC,
389,095-04-02-022-000,CURRENT RESIDENT,WATEREE ESTATES RD,Fairfield,SC,
390,095-04-03-001-000,CURRENT RESIDENT,1021 DUTCHMAN LANE SEC 20 LOT 54,Fairfield,SC,
391,095-04-03-002-000,CURRENT RESIDENT,995 DUTCHMAN LANE SEC 20 LOT 53,Fairfield,SC,
392,095-04-03-003-000,CURRENT RESIDENT,977 DUTCHMAN LANE SEC 20 LOT 52,Fairfield,SC,
393,095-04-03-004-000,CURRENT RESIDENT,967 DUTCHMAN LANE SEC 20 LOT 5,Fairfield,SC,
394,095-04-03-005-000,CURRENT RESIDENT,923 DUTCHMAN LANE SEC 20 LOT 50,Fairfield,SC,
395,095-04-03-007-000,CURRENT RESIDENT,819 DUTCHMAN LANE SEC 20 LOT 46,Fairfield,SC,
396,095-04-03-008-000,CURRENT RESIDENT,793 DUTCHMAN LANE SEC 20 LOT 45,Fairfield,SC,
397,095-04-03-009-000,CURRENT RESIDENT,775 DUTCHMAN LANE SEC 20 LOT 44,Fairfield,SC,
398,014-00-00-024-000,CURRENT RESIDENT,7077 ASHFORD FERRY ROAD,Fairfield,SC,
399,014-00-00-005-000,CURRENT RESIDENT,7529 ASHFORD FERRY ROAD,Fairfield,SC,
400,014-00-00-004-000,CURRENT RESIDENT,7883 ASHFORD FERRY ROAD,Fairfield,SC,
401,014-00-00-003-000,CURRENT RESIDENT,7900FT N INT HWY 18 & 51 W SIDE HWY,Fairfield,SC,
402,014-00-00-016-000,CURRENT RESIDENT,7552 ASHFORD FERRY ROAD,Fairfield,SC,
403,014-00-00-015-000,CURRENT RESIDENT,7632 ASHFORD FERRY ROAD,Fairfield,SC,
404,014-00-00-013-000,CURRENT RESIDENT,7590 ASHFORD FERRY RD,Fairfield,SC,
405,014-00-00-014-000,CURRENT RESIDENT,E S-20-18,Fairfield,SC,
406,014-00-00-012-000,CURRENT RESIDENT,7620 ASHFORD FERRY ROAD,Fairfield,SC,
407,014-00-00-011-000,CURRENT RESIDENT,6500FT N INT HWY 18 & 51 E SIDE HWY,Fairfield,SC,
408,014-00-00-010-000,CURRENT RESIDENT,7690 ASHFORD FERRY ROAD,Fairfield,SC,
409,014-00-00-009-000,CURRENT RESIDENT,7712 ASHFORD FERRY ROAD,Fairfield,SC,
410,014-00-00-008-000,CURRENT RESIDENT,7738 ASHFORD FERRY ROAD,Fairfield,SC,
411,014-00-00-007-000,CURRENT RESIDENT,7125FT N INT HWY 18 & 51 E SIDE HWY,Fairfield,SC,
412,014-00-00-023-000,CURRENT RESIDENT,7103 ASHFORD FERRY RD,Fairfield,SC,
413,014-00-00-017-000,CURRENT RESIDENT,N SIDE OF INT HWY 18 & DIRT RD 100,Fairfield,SC,
414,014-00-00-020-000,CURRENT RESIDENT,N403 LEWIS,Fairfield,SC,
415,014-00-00-038-000,CURRENT RESIDENT,6850 & 6878 ASHFORD FERRY RD RD,Fairfield,SC,
416,014-00-00-039-000,CURRENT RESIDENT,6830 ASHFORD FERRY ROAD,Fairfield,SC,
417,014-00-00-040-000,CURRENT RESIDENT,6794 ASHFORD FERRY ROAD,Fairfield,SC,
418,014-00-00-041-000,CURRENT RESIDENT,6756 ASHFORD FERRY RD,Fairfield,SC,
419,014-00-00-042-000,CURRENT RESIDENT,ASHFORD FERRY RD,Fairfield,SC,
420,014-00-00-044-000,CURRENT RESIDENT,6650 ASHFORD FERRY RD,Fairfield,SC,
421,014-00-00-043-000,CURRENT RESIDENT,6646 ASHFORD FERRY ROAD,Fairfield,SC,
422,015-00-00-002-000,CURRENT RESIDENT,4800FT E OF INT HWY 18 RD 100 1000F,Fairfield,SC,
423,014-00-00-019-000,CURRENT RESIDENT,115 MAGGIE HARRIS ROAD,Fairfield,SC,
424,015-00-00-009-000,CURRENT RESIDENT,834 MAGGIE HARRIS RD RD,Fairfield,SC,
425,015-00-00-010-000,CURRENT RESIDENT,6410 ASHFORD FERRY RD CROSBY TRACT,Fairfield,SC,
426,016-00-00-016-000,CURRENT RESIDENT,INT S-20-90&S-20-22 S 3100FT E 8,Fairfield,SC,
427,016-00-00-015-000,CURRENT RESIDENT,OLD DOUGLASS RD,Fairfield,SC,
428,016-00-00-010-000,CURRENT RESIDENT,MT OLIVE CHURCH RD,Fairfield,SC,
429,015-00-00-016-000,CURRENT RESIDENT,INT S-20-22&S-20-90 W 4600FT S,Fairfield,SC,
430,015-00-00-015-000,CURRENT RESIDENT,INT S-20-22&S-20-90 W 4200FT S O,Fairfield,SC,
431,016-00-00-009-000,CURRENT RESIDENT,989 MT OLIVE CHURCH ROAD,Fairfield,SC,
432,016-00-00-003-000,CURRENT RESIDENT,OLD DOUGLASS ROAD,Fairfield,SC,
433,016-00-00-011-000,CURRENT RESIDENT,OLD DOUGLASS ROAD,Fairfield,SC,
434,016-00-00-012-000,CURRENT RESIDENT,11043 & 11045 OLD DOUGLASS ROAD,Fairfield,SC,
435,126-03-08-011-000,CURRENT RESIDENT,417 GARDEN ST,WS-Winnsboro,SC,
436,126-03-08-007-000,CURRENT RESIDENT,409 GARDEN ST,WS-Winnsboro,SC,
437,126-03-08-003-000,CURRENT RESIDENT,405 GARDEN ST,WS-Winnsboro,SC,
438,126-03-08-002-000,CURRENT RESIDENT,406 S FRAZIER ST,WS-Winnsboro,SC,
439,126-03-08-004-000,CURRENT RESIDENT,408 S FRAZIER ST,WS-Winnsboro,SC,
440,126-03-08-006-000,CURRENT RESIDENT,410 FRAZIER ST,WS-Winnsboro,SC,
441,126-03-08-008-000,CURRENT RESIDENT,412 FRAZIER ST,WS-Winnsboro,SC,
442,126-03-08-018-000,CURRENT RESIDENT,434 FRAZIER ST,WS-Winnsboro,SC,
443,126-03-08-019-000,CURRENT RESIDENT,436 FRAZIER ST,WS-Winnsboro,SC,
444,126-03-08-020-000,CURRENT RESIDENT,306 CALHOUN ST,WS-Winnsboro,SC,
445,126-03-08-017-000,CURRENT RESIDENT,421 1/2 S GARDEN ST,WS-Winnsboro,SC,
446,126-03-08-016-000,CURRENT RESIDENT,436 FRAZIER ST,WS-Winnsboro,SC,
447,013-00-00-036-000,CURRENT RESIDENT,1695 DAVE JENKINS ROAD,Fairfield,SC,
448,031-00-00-009-000,CURRENT RESIDENT,CLOWNEY RD,Fairfield,SC,
449,014-00-00-048-000,CURRENT RESIDENT,2958 CLOWNEY ROAD,Fairfield,SC,
450,030-00-00-036-000,CURRENT RESIDENT,1549 CLOWNEY RD,Fairfield,SC,
451,031-00-00-013-000,CURRENT RESIDENT,4811 ASHFORD FERRY ROAD,Fairfield,SC,
452,087-04-00-006-000,CURRENT RESIDENT,1/2 OF TRACT A E SIDE S-116,Fairfield,SC,
453,088-00-00-046-000,CURRENT RESIDENT,77 COVY DR,WS-Jackson,SC,
454,088-00-00-044-000,CURRENT RESIDENT,112 COVY DR,WS-Jackson,SC,
455,088-00-00-038-000,CURRENT RESIDENT,3469 US HWY 321 NORTH,WS-Jackson,SC,
456,088-00-00-025-000,CURRENT RESIDENT,3623 US HWY 321 NORTH,WS-Jackson,SC,
457,088-00-00-024-000,CURRENT RESIDENT,3707 US HWY 321,WS-Jackson,SC,
458,088-00-00-026-000,CURRENT RESIDENT,328 ADGER ROAD,WS-Jackson,SC,
459,088-00-00-042-000,CURRENT RESIDENT,241 ADGER ROAD,WS-Jackson,SC,
460,088-00-00-041-000,CURRENT RESIDENT,313 ADGER ROAD,WS-Jackson,SC,
461,088-00-00-040-000,CURRENT RESIDENT,333 ADGER RD RD,WS-Jackson,SC,
462,088-00-00-039-000,CURRENT RESIDENT,ADGER ROAD,WS-Jackson,SC,
463,088-00-00-028-000,CURRENT RESIDENT,276 ADGER RD RD,WS-Jackson,SC,
464,088-00-00-029-000,CURRENT RESIDENT,246 ADGER ROAD,WS-Jackson,SC,
465,088-00-00-035-000,CURRENT RESIDENT,3559 US HWY 321 NORTH,WS-Jackson,SC,
466,088-00-00-033-000,CURRENT RESIDENT,INT US 321 & S-20-314 N 2130FT W O,WS-Jackson,SC,
467,088-00-00-030-000,CURRENT RESIDENT,3581 US HWY 321 NORTH,WS-Jackson,SC,
468,090-00-00-005-000,CURRENT RESIDENT,4598 & 4596 STATE HWY 200,Fairfield,SC,
469,090-01-01-005-000,CURRENT RESIDENT,42 REDWING CIR,Fairfield,SC,
470,090-01-01-006-000,CURRENT RESIDENT,SMALLSTOWN RD RD,Fairfield,SC,
471,090-01-01-007-000,CURRENT RESIDENT,3181 SMALLSTOWN RD RD,Fairfield,SC,
472,114-02-03-010-000,CURRENT RESIDENT,3193 DEER RUN ROAD SEC 17 LOT 16,Fairfield,SC,
473,114-01-02-004-000,CURRENT RESIDENT,3527 DEER RUN ROAD SEC 17 LOT 4,Fairfield,SC,
474,025-04-01-014-000,CURRENT RESIDENT,128 RAWLS 1 RD,Fairfield,SC,
475,025-02-00-009-000,CURRENT RESIDENT,RAWLS ROAD,Fairfield,SC,
476,026-01-02-006-000,CURRENT RESIDENT,1200FT N INT S-20-66 & SC200 E OF 6,Fairfield,SC,
477,026-01-02-008-000,CURRENT RESIDENT,650FT N INT S-20-66 & SC 200 N & S,Fairfield,SC,
478,026-01-02-012-000,CURRENT RESIDENT,16333 STATE HWY 200,Fairfield,SC,
479,026-01-02-011-000,CURRENT RESIDENT,N INT SC-200 & S-20-66,Fairfield,SC,
480,026-01-02-009-000,CURRENT RESIDENT,1700FT N INT HWY 200 & S-20-66 40,Fairfield,SC,
481,026-01-02-007-000,CURRENT RESIDENT,130 NICKEY ROAD,Fairfield,SC,
482,026-02-01-025-000,CURRENT RESIDENT,475 PEAY RIDGE RD,Fairfield,SC,
483,026-02-01-024-000,CURRENT RESIDENT,463 PEAY RIDGE RD,Fairfield,SC,
484,026-02-01-023-000,CURRENT RESIDENT,1850FT E INT US 21 & S-20-268,Fairfield,SC,
485,026-02-01-021-000,CURRENT RESIDENT,375 PEAY RIDGE RD,Fairfield,SC,
486,026-02-01-022-000,CURRENT RESIDENT,413 PEAY RIDGE RD,Fairfield,SC,
487,090-01-01-004-000,CURRENT RESIDENT,7000FT W INT HWY 200 & S-20-222 500,Fairfield,SC,
488,026-02-01-020-000,CURRENT RESIDENT,PEAY RIDGE ROAD,Fairfield,SC,
489,026-02-01-019-000,CURRENT RESIDENT,295 PEAY RIDGE RD,Fairfield,SC,
490,026-02-01-011-000,CURRENT RESIDENT,OFF PEAY RIDGE RD RD,Fairfield,SC,
491,026-02-01-018-000,CURRENT RESIDENT,293 PEAY RIDGE RD,Fairfield,SC,
492,026-02-01-015-000,CURRENT RESIDENT,202 PEAY RIDGE RD,Fairfield,SC,
493,124-00-02-023-000,CURRENT RESIDENT,KINCAID BRIDGE RD,WS-Jackson,SC,
494,125-04-02-047-000,CURRENT RESIDENT,96 US HWY 321 BYP OLD HEALTH DE,WS-Jackson,SC,
495,125-04-02-040-000,CURRENT RESIDENT,1283 KINCAID BRIDGE ROAD,WS-Jackson,SC,
496,125-04-02-050-000,CURRENT RESIDENT,1301 & 1287 KINCADE BRIDGE ROAD,WS-Jackson,SC,
497,125-04-02-006-000,CURRENT RESIDENT,261 ARROWOOD DR,WS-Jackson,SC,
498,125-04-02-031-000,CURRENT RESIDENT,297 ARROWOOD DR,WS-Jackson,SC,
499,125-04-02-032-000,CURRENT RESIDENT,315 ARROWOOD DR,WS-Jackson,SC,
500,125-04-02-033-000,CURRENT RESIDENT,335 ARROWOOD DR,WS-Jackson,SC,
501,125-04-02-034-000,CURRENT RESIDENT,337 ARROWOOD DR,WS-Jackson,SC,
502,125-04-02-035-000,CURRENT RESIDENT,361 ARROWOOD DR,WS-Jackson,SC,
503,125-04-02-036-000,CURRENT RESIDENT,403 ARROWOOD DR,WS-Jackson,SC,
504,125-04-02-037-000,CURRENT RESIDENT,409 ARROWOOD DR,WS-Jackson,SC,
505,125-04-02-038-000,CURRENT RESIDENT,433 ARROWOOD DR,WS-Jackson,SC,
506,125-04-02-045-000,CURRENT RESIDENT,436 ARROWOOD DR,WS-Jackson,SC,
507,125-04-02-044-000,CURRENT RESIDENT,414 ARROWOOD DR,WS-Jackson,SC,
508,125-04-02-043-000,CURRENT RESIDENT,392 ARROWOOD DRIVE,WS-Jackson,SC,
509,125-04-01-010-000,CURRENT RESIDENT,N INT HWY 321 & S-20-61,WS-Jackson,SC,
510,125-04-02-054-000,CURRENT RESIDENT,1121 KINCAID BRIDGE RD FAIRFIELD FABRIC,WS-Jackson,SC,
511,125-04-02-055-000,CURRENT RESIDENT,1107 KINCAID BRIDGE RD,WS-Jackson,SC,
512,125-04-01-008-000,CURRENT RESIDENT,W OF INT S-S0-61 & US-321,WS-Jackson,SC,
513,125-04-01-013-000,CURRENT RESIDENT,1132 KINCAID BRIDGE RD MCCRORY`S BLDG,WS-Jackson,SC,
514,125-04-01-009-000,CURRENT RESIDENT,1134 KINCAID BRIDGE ROAD,WS-Jackson,SC,
515,126-04-16-003-000,CURRENT RESIDENT,84 BELVEDERE COURT,Fairfield,SC,
516,126-04-16-004-000,CURRENT RESIDENT,98 BELVEDERE ROAD,Fairfield,SC,
517,126-04-16-005-000,CURRENT RESIDENT,114 BELVEDERE COURT,Fairfield,SC,
518,126-04-16-006-000,CURRENT RESIDENT,120 BELVEDERE COURT,Fairfield,SC,
519,126-04-16-007-000,CURRENT RESIDENT,126 BELVEDERE COURT,Fairfield,SC,
520,126-04-16-008-000,CURRENT RESIDENT,134 BELVEDERE COURT,Fairfield,SC,
521,126-04-16-009-000,CURRENT RESIDENT,174 BELVEDERE COURT,Fairfield,SC,
522,145-02-10-001-000,CURRENT RESIDENT,9 BELVEDERE COURT,Fairfield,SC,
523,126-04-15-003-000,CURRENT RESIDENT,15 BELVEDERE COURT,Fairfield,SC,
524,126-04-15-010-000,CURRENT RESIDENT,89 BELVEDERE COURT,Fairfield,SC,
525,126-04-15-011-000,CURRENT RESIDENT,105 BELVEDERE COURT,Fairfield,SC,
526,126-04-15-012-000,CURRENT RESIDENT,119 BELVEDERE COURT,Fairfield,SC,
527,126-04-15-013-000,CURRENT RESIDENT,137 BELVEDERE COURT,Fairfield,SC,
528,019-00-00-024-000,CURRENT RESIDENT,N426 FRAZIER PULPWOOD,WS-Wateree,SC,
529,019-00-00-025-000,CURRENT RESIDENT,4800FT E INT S-20-130 & S-20-32 22,WS-Wateree,SC,
530,019-00-00-019-000,CURRENT RESIDENT,COUNTRYSIDE DRIVE,WS-Wateree,SC,
531,019-00-00-015-000,CURRENT RESIDENT,1077 COUNTRYSIDE DRIVE,Fairfield,SC,
532,020-00-00-024-000,CURRENT RESIDENT,1404 COUNTRYSIDE DRIVE,WS-Wateree,SC,
533,020-00-00-006-000,CURRENT RESIDENT,COUNTRYSIDE DR DR,Fairfield,SC,
534,020-00-00-025-000,CURRENT RESIDENT,2028 1760 1758 & 1716 COUNTRYSIDE DR,WS-Wateree,SC,
535,020-00-00-007-000,CURRENT RESIDENT,DAWKINSVILLE RD RD,Fairfield,SC,
536,020-00-00-014-000,CURRENT RESIDENT,2317 COUNTRYSIDE DR DR,Fairfield,SC,
537,020-00-00-015-000,CURRENT RESIDENT,2319 COUNTRYSIDE DRIVE,Fairfield,SC,
538,020-00-00-018-000,CURRENT RESIDENT,2455 & 2461 COUNTRYSIDE RD RD,Fairfield,SC,
539,020-00-00-027-000,CURRENT RESIDENT,COUNTRYSIDE DRIVE,WS-Wateree,SC,
540,046-00-00-031-000,CURRENT RESIDENT,JOHN BRICE ROAD,Fairfield,SC,
541,046-00-00-033-000,CURRENT RESIDENT,2176 JOHN BRICE ROAD,Fairfield,SC,
542,046-00-00-045-000,CURRENT RESIDENT,INT S-20-302 W 10050FT N 175FT OFF,Fairfield,SC,
543,046-00-00-020-000,CURRENT RESIDENT,2130 COLEMAN ROAD,Fairfield,SC,
544,046-00-00-024-000,CURRENT RESIDENT,2234 COLEMAN ROAD,Fairfield,SC,
545,046-00-00-026-000,CURRENT RESIDENT,2312 COLEMAN ROAD,Fairfield,SC,
546,046-00-00-043-000,CURRENT RESIDENT,2070 JOHN BRICE RD,Fairfield,SC,
547,046-00-00-016-000,CURRENT RESIDENT,2046 COLEMAN ROAD,Fairfield,SC,
548,047-00-00-034-000,CURRENT RESIDENT,5540 & 55542 STATE HWY 215 NORTH,Fairfield,SC,
549,048-00-00-005-000,CURRENT RESIDENT,ST HWY 215 N,Fairfield,SC,
